REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
RE1,DEMTRAPHEVTAX,EMINOx,1.0,2049,0.0
RE1,DEMTRAPHEVTAX,EMINOx,1.0,2050,0.0
RE1,DEMTRAPHEVTAX,EMINOx,1.0,2051,0.0
RE1,DEMTRAPHEVTAX,EMINOx,1.0,2052,0.0
RE1,DEMTRAPHEVTAX,EMINOx,1.0,2053,0.0
RE1,DEMTRAPHEVTAX,EMINOx,1.0,2054,0.0
RE1,DEMTRAPHEVTAX,EMINOx,1.0,2055,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2022,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2023,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2024,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2025,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2026,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2027,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2028,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2029,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2030,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2031,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2032,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2033,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2034,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2035,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2036,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2037,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2038,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2039,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2040,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2041,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2042,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2043,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2044,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2045,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2046,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2047,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2048,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2049,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2050,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2051,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2052,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2053,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2054,0.0
RE1,DEMTRAPHEVTAX,EMIPM10,1.0,2055,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2022,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2023,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2024,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2025,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2026,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2027,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2028,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2029,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2030,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2031,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2032,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2033,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2034,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2035,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2036,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2037,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2038,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2039,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2040,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2041,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2042,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2043,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2044,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2045,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2046,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2047,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2048,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2049,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2050,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2051,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2052,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2053,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2054,0.0
RE1,DEMTRAPHEVTAX,EMIPM2_5,1.0,2055,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2022,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2023,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2024,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2025,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2026,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2027,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2028,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2029,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2030,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2031,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2032,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2033,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2034,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2035,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2036,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2037,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2038,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2039,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2040,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2041,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2042,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2043,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2044,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2045,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2046,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2047,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2048,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2049,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2050,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2051,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2052,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2053,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2054,0.0
RE1,DEMTRAPHEVTAX,EMISOx,1.0,2055,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2022,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2023,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2024,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2025,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2026,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2027,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2028,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2029,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2030,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2031,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2032,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2033,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2034,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2035,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2036,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2037,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2038,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2039,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2040,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2041,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2042,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2043,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2044,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2045,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2046,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2047,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2048,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2049,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2050,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2051,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2052,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2053,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2054,0.0
RE1,DEMTRAPHEVTAX,EMINH3,1.0,2055,0.0
RE1,EXPCOA,EMIC02,1.0,2022,0.0
RE1,EXPCOA,EMIC02,1.0,2023,0.0
RE1,EXPCOA,EMIC02,1.0,2024,0.0
RE1,EXPCOA,EMIC02,1.0,2025,0.0
RE1,EXPCOA,EMIC02,1.0,2026,0.0
RE1,EXPCOA,EMIC02,1.0,2027,0.0
RE1,EXPCOA,EMIC02,1.0,2028,0.0
RE1,EXPCOA,EMIC02,1.0,2029,0.0
RE1,EXPCOA,EMIC02,1.0,2030,0.0
RE1,EXPCOA,EMIC02,1.0,2031,0.0
RE1,EXPCOA,EMIC02,1.0,2032,0.0
RE1,EXPCOA,EMIC02,1.0,2033,0.0
RE1,EXPCOA,EMIC02,1.0,2034,0.0
RE1,EXPCOA,EMIC02,1.0,2035,0.0
RE1,EXPCOA,EMIC02,1.0,2036,0.0
RE1,EXPCOA,EMIC02,1.0,2037,0.0
RE1,EXPCOA,EMIC02,1.0,2038,0.0
RE1,EXPCOA,EMIC02,1.0,2039,0.0
RE1,EXPCOA,EMIC02,1.0,2040,0.0
RE1,EXPCOA,EMIC02,1.0,2041,0.0
RE1,EXPCOA,EMIC02,1.0,2042,0.0
RE1,EXPCOA,EMIC02,1.0,2043,0.0
RE1,EXPCOA,EMIC02,1.0,2044,0.0
RE1,EXPCOA,EMIC02,1.0,2045,0.0
RE1,EXPCOA,EMIC02,1.0,2046,0.0
RE1,EXPCOA,EMIC02,1.0,2047,0.0
RE1,EXPCOA,EMIC02,1.0,2048,0.0
RE1,EXPCOA,EMIC02,1.0,2049,0.0
RE1,EXPCOA,EMIC02,1.0,2050,0.0
RE1,EXPCOA,EMIC02,1.0,2051,0.0
RE1,EXPCOA,EMIC02,1.0,2052,0.0
RE1,EXPCOA,EMIC02,1.0,2053,0.0
RE1,EXPCOA,EMIC02,1.0,2054,0.0
RE1,EXPCOA,EMIC02,1.0,2055,0.0
RE1,EXPCOA,EMICH4,1.0,2022,0.0
RE1,EXPCOA,EMICH4,1.0,2023,0.0
RE1,EXPCOA,EMICH4,1.0,2024,0.0
RE1,EXPCOA,EMICH4,1.0,2025,0.0
RE1,EXPCOA,EMICH4,1.0,2026,0.0
RE1,EXPCOA,EMICH4,1.0,2027,0.0
RE1,EXPCOA,EMICH4,1.0,2028,0.0
RE1,EXPCOA,EMICH4,1.0,2029,0.0
RE1,EXPCOA,EMICH4,1.0,2030,0.0
RE1,EXPCOA,EMICH4,1.0,2031,0.0
RE1,EXPCOA,EMICH4,1.0,2032,0.0
RE1,EXPCOA,EMICH4,1.0,2033,0.0
RE1,EXPCOA,EMICH4,1.0,2034,0.0
RE1,EXPCOA,EMICH4,1.0,2035,0.0
RE1,EXPCOA,EMICH4,1.0,2036,0.0
RE1,EXPCOA,EMICH4,1.0,2037,0.0
RE1,EXPCOA,EMICH4,1.0,2038,0.0
RE1,EXPCOA,EMICH4,1.0,2039,0.0
RE1,EXPCOA,EMICH4,1.0,2040,0.0
RE1,EXPCOA,EMICH4,1.0,2041,0.0
RE1,EXPCOA,EMICH4,1.0,2042,0.0
RE1,EXPCOA,EMICH4,1.0,2043,0.0
RE1,EXPCOA,EMICH4,1.0,2044,0.0
RE1,EXPCOA,EMICH4,1.0,2045,0.0
RE1,EXPCOA,EMICH4,1.0,2046,0.0
RE1,EXPCOA,EMICH4,1.0,2047,0.0
RE1,EXPCOA,EMICH4,1.0,2048,0.0
RE1,EXPCOA,EMICH4,1.0,2049,0.0
RE1,EXPCOA,EMICH4,1.0,2050,0.0
RE1,EXPCOA,EMICH4,1.0,2051,0.0
RE1,EXPCOA,EMICH4,1.0,2052,0.0
RE1,EXPCOA,EMICH4,1.0,2053,0.0
RE1,EXPCOA,EMICH4,1.0,2054,0.0
RE1,EXPCOA,EMICH4,1.0,2055,0.0
RE1,EXPCOA,EMIN2O,1.0,2022,0.0
RE1,EXPCOA,EMIN2O,1.0,2023,0.0
RE1,EXPCOA,EMIN2O,1.0,2024,0.0
RE1,EXPCOA,EMIN2O,1.0,2025,0.0
RE1,EXPCOA,EMIN2O,1.0,2026,0.0
RE1,EXPCOA,EMIN2O,1.0,2027,0.0
RE1,EXPCOA,EMIN2O,1.0,2028,0.0
RE1,EXPCOA,EMIN2O,1.0,2029,0.0
RE1,EXPCOA,EMIN2O,1.0,2030,0.0
RE1,EXPCOA,EMIN2O,1.0,2031,0.0
RE1,EXPCOA,EMIN2O,1.0,2032,0.0
RE1,EXPCOA,EMIN2O,1.0,2033,0.0
RE1,EXPCOA,EMIN2O,1.0,2034,0.0
RE1,EXPCOA,EMIN2O,1.0,2035,0.0
RE1,EXPCOA,EMIN2O,1.0,2036,0.0
RE1,EXPCOA,EMIN2O,1.0,2037,0.0
RE1,EXPCOA,EMIN2O,1.0,2038,0.0
RE1,EXPCOA,EMIN2O,1.0,2039,0.0
RE1,EXPCOA,EMIN2O,1.0,2040,0.0
RE1,EXPCOA,EMIN2O,1.0,2041,0.0
RE1,EXPCOA,EMIN2O,1.0,2042,0.0
RE1,EXPCOA,EMIN2O,1.0,2043,0.0
RE1,EXPCOA,EMIN2O,1.0,2044,0.0
RE1,EXPCOA,EMIN2O,1.0,2045,0.0
RE1,EXPCOA,EMIN2O,1.0,2046,0.0
RE1,EXPCOA,EMIN2O,1.0,2047,0.0
RE1,EXPCOA,EMIN2O,1.0,2048,0.0
RE1,EXPCOA,EMIN2O,1.0,2049,0.0
RE1,EXPCOA,EMIN2O,1.0,2050,0.0
RE1,EXPCOA,EMIN2O,1.0,2051,0.0
RE1,EXPCOA,EMIN2O,1.0,2052,0.0
RE1,EXPCOA,EMIN2O,1.0,2053,0.0
RE1,EXPCOA,EMIN2O,1.0,2054,0.0
RE1,EXPCOA,EMIN2O,1.0,2055,0.0
RE1,EXPDSL,EMIC02,1.0,2022,0.0
RE1,EXPDSL,EMIC02,1.0,2023,0.0
RE1,EXPDSL,EMIC02,1.0,2024,0.0
RE1,EXPDSL,EMIC02,1.0,2025,0.0
RE1,EXPDSL,EMIC02,1.0,2026,0.0
RE1,EXPDSL,EMIC02,1.0,2027,0.0
RE1,EXPDSL,EMIC02,1.0,2028,0.0
RE1,EXPDSL,EMIC02,1.0,2029,0.0
RE1,EXPDSL,EMIC02,1.0,2030,0.0
RE1,EXPDSL,EMIC02,1.0,2031,0.0
RE1,EXPDSL,EMIC02,1.0,2032,0.0
RE1,EXPDSL,EMIC02,1.0,2033,0.0
RE1,EXPDSL,EMIC02,1.0,2034,0.0
RE1,EXPDSL,EMIC02,1.0,2035,0.0
RE1,EXPDSL,EMIC02,1.0,2036,0.0
RE1,EXPDSL,EMIC02,1.0,2037,0.0
RE1,EXPDSL,EMIC02,1.0,2038,0.0
RE1,EXPDSL,EMIC02,1.0,2039,0.0
RE1,EXPDSL,EMIC02,1.0,2040,0.0
RE1,EXPDSL,EMIC02,1.0,2041,0.0
RE1,EXPDSL,EMIC02,1.0,2042,0.0
RE1,EXPDSL,EMIC02,1.0,2043,0.0
RE1,EXPDSL,EMIC02,1.0,2044,0.0
RE1,EXPDSL,EMIC02,1.0,2045,0.0
RE1,EXPDSL,EMIC02,1.0,2046,0.0
RE1,EXPDSL,EMIC02,1.0,2047,0.0
RE1,EXPDSL,EMIC02,1.0,2048,0.0
RE1,EXPDSL,EMIC02,1.0,2049,0.0
RE1,EXPDSL,EMIC02,1.0,2050,0.0
RE1,EXPDSL,EMIC02,1.0,2051,0.0
RE1,EXPDSL,EMIC02,1.0,2052,0.0
RE1,EXPDSL,EMIC02,1.0,2053,0.0
RE1,EXPDSL,EMIC02,1.0,2054,0.0
RE1,EXPDSL,EMIC02,1.0,2055,0.0
RE1,EXPDSL,EMICH4,1.0,2022,0.0
RE1,EXPDSL,EMICH4,1.0,2023,0.0
RE1,EXPDSL,EMICH4,1.0,2024,0.0
RE1,EXPDSL,EMICH4,1.0,2025,0.0
RE1,EXPDSL,EMICH4,1.0,2026,0.0
RE1,EXPDSL,EMICH4,1.0,2027,0.0
RE1,EXPDSL,EMICH4,1.0,2028,0.0
RE1,EXPDSL,EMICH4,1.0,2029,0.0
RE1,EXPDSL,EMICH4,1.0,2030,0.0
RE1,EXPDSL,EMICH4,1.0,2031,0.0
RE1,EXPDSL,EMICH4,1.0,2032,0.0
RE1,EXPDSL,EMICH4,1.0,2033,0.0
RE1,EXPDSL,EMICH4,1.0,2034,0.0
RE1,EXPDSL,EMICH4,1.0,2035,0.0
RE1,EXPDSL,EMICH4,1.0,2036,0.0
RE1,EXPDSL,EMICH4,1.0,2037,0.0
RE1,EXPDSL,EMICH4,1.0,2038,0.0
RE1,EXPDSL,EMICH4,1.0,2039,0.0
RE1,EXPDSL,EMICH4,1.0,2040,0.0
RE1,EXPDSL,EMICH4,1.0,2041,0.0
RE1,EXPDSL,EMICH4,1.0,2042,0.0
RE1,EXPDSL,EMICH4,1.0,2043,0.0
RE1,EXPDSL,EMICH4,1.0,2044,0.0
RE1,EXPDSL,EMICH4,1.0,2045,0.0
RE1,EXPDSL,EMICH4,1.0,2046,0.0
RE1,EXPDSL,EMICH4,1.0,2047,0.0
RE1,EXPDSL,EMICH4,1.0,2048,0.0
RE1,EXPDSL,EMICH4,1.0,2049,0.0
RE1,EXPDSL,EMICH4,1.0,2050,0.0
RE1,EXPDSL,EMICH4,1.0,2051,0.0
RE1,EXPDSL,EMICH4,1.0,2052,0.0
RE1,EXPDSL,EMICH4,1.0,2053,0.0
RE1,EXPDSL,EMICH4,1.0,2054,0.0
RE1,EXPDSL,EMICH4,1.0,2055,0.0
RE1,EXPDSL,EMIN2O,1.0,2022,0.0
RE1,EXPDSL,EMIN2O,1.0,2023,0.0
RE1,EXPDSL,EMIN2O,1.0,2024,0.0
RE1,EXPDSL,EMIN2O,1.0,2025,0.0
RE1,EXPDSL,EMIN2O,1.0,2026,0.0
RE1,EXPDSL,EMIN2O,1.0,2027,0.0
RE1,EXPDSL,EMIN2O,1.0,2028,0.0
RE1,EXPDSL,EMIN2O,1.0,2029,0.0
RE1,EXPDSL,EMIN2O,1.0,2030,0.0
RE1,EXPDSL,EMIN2O,1.0,2031,0.0
RE1,EXPDSL,EMIN2O,1.0,2032,0.0
RE1,EXPDSL,EMIN2O,1.0,2033,0.0
RE1,EXPDSL,EMIN2O,1.0,2034,0.0
RE1,EXPDSL,EMIN2O,1.0,2035,0.0
RE1,EXPDSL,EMIN2O,1.0,2036,0.0
RE1,EXPDSL,EMIN2O,1.0,2037,0.0
RE1,EXPDSL,EMIN2O,1.0,2038,0.0
RE1,EXPDSL,EMIN2O,1.0,2039,0.0
RE1,EXPDSL,EMIN2O,1.0,2040,0.0
RE1,EXPDSL,EMIN2O,1.0,2041,0.0
RE1,EXPDSL,EMIN2O,1.0,2042,0.0
RE1,EXPDSL,EMIN2O,1.0,2043,0.0
RE1,EXPDSL,EMIN2O,1.0,2044,0.0
RE1,EXPDSL,EMIN2O,1.0,2045,0.0
RE1,EXPDSL,EMIN2O,1.0,2046,0.0
RE1,EXPDSL,EMIN2O,1.0,2047,0.0
RE1,EXPDSL,EMIN2O,1.0,2048,0.0
RE1,EXPDSL,EMIN2O,1.0,2049,0.0
RE1,EXPDSL,EMIN2O,1.0,2050,0.0
RE1,EXPDSL,EMIN2O,1.0,2051,0.0
RE1,EXPDSL,EMIN2O,1.0,2052,0.0
RE1,EXPDSL,EMIN2O,1.0,2053,0.0
RE1,EXPDSL,EMIN2O,1.0,2054,0.0
RE1,EXPDSL,EMIN2O,1.0,2055,0.0
RE1,EXPECU,EMIBC,1.0,2022,0.0
RE1,EXPECU,EMIBC,1.0,2023,0.0
RE1,EXPECU,EMIBC,1.0,2024,0.0
RE1,EXPECU,EMIBC,1.0,2025,0.0
RE1,EXPECU,EMIBC,1.0,2026,0.0
RE1,EXPECU,EMIBC,1.0,2027,0.0
RE1,EXPECU,EMIBC,1.0,2028,0.0
RE1,EXPECU,EMIBC,1.0,2029,0.0
RE1,EXPECU,EMIBC,1.0,2030,0.0
RE1,EXPECU,EMIBC,1.0,2031,0.0
RE1,EXPECU,EMIBC,1.0,2032,0.0
RE1,EXPECU,EMIBC,1.0,2033,0.0
RE1,EXPECU,EMIBC,1.0,2034,0.0
RE1,EXPECU,EMIBC,1.0,2035,0.0
RE1,EXPECU,EMIBC,1.0,2036,0.0
RE1,EXPECU,EMIBC,1.0,2037,0.0
RE1,EXPECU,EMIBC,1.0,2038,0.0
RE1,EXPECU,EMIBC,1.0,2039,0.0
RE1,EXPECU,EMIBC,1.0,2040,0.0
RE1,EXPECU,EMIBC,1.0,2041,0.0
RE1,EXPECU,EMIBC,1.0,2042,0.0
RE1,EXPECU,EMIBC,1.0,2043,0.0
RE1,EXPECU,EMIBC,1.0,2044,0.0
RE1,EXPECU,EMIBC,1.0,2045,0.0
RE1,EXPECU,EMIBC,1.0,2046,0.0
RE1,EXPECU,EMIBC,1.0,2047,0.0
RE1,EXPECU,EMIBC,1.0,2048,0.0
RE1,EXPECU,EMIBC,1.0,2049,0.0
RE1,EXPECU,EMIBC,1.0,2050,0.0
RE1,EXPECU,EMIBC,1.0,2051,0.0
RE1,EXPECU,EMIBC,1.0,2052,0.0
RE1,EXPECU,EMIBC,1.0,2053,0.0
RE1,EXPECU,EMIBC,1.0,2054,0.0
RE1,EXPECU,EMIBC,1.0,2055,0.0
RE1,EXPECU,EMIC02,1.0,2022,0.0
RE1,EXPECU,EMIC02,1.0,2023,0.0
RE1,EXPECU,EMIC02,1.0,2024,0.0
RE1,EXPECU,EMIC02,1.0,2025,0.0
RE1,EXPECU,EMIC02,1.0,2026,0.0
RE1,EXPECU,EMIC02,1.0,2027,0.0
RE1,EXPECU,EMIC02,1.0,2028,0.0
RE1,EXPECU,EMIC02,1.0,2029,0.0
RE1,EXPECU,EMIC02,1.0,2030,0.0
RE1,EXPECU,EMIC02,1.0,2031,0.0
RE1,EXPECU,EMIC02,1.0,2032,0.0
RE1,EXPECU,EMIC02,1.0,2033,0.0
RE1,EXPECU,EMIC02,1.0,2034,0.0
RE1,EXPECU,EMIC02,1.0,2035,0.0
RE1,EXPECU,EMIC02,1.0,2036,0.0
RE1,EXPECU,EMIC02,1.0,2037,0.0
RE1,EXPECU,EMIC02,1.0,2038,0.0
RE1,EXPECU,EMIC02,1.0,2039,0.0
RE1,EXPECU,EMIC02,1.0,2040,0.0
RE1,EXPECU,EMIC02,1.0,2041,0.0
RE1,EXPECU,EMIC02,1.0,2042,0.0
RE1,EXPECU,EMIC02,1.0,2043,0.0
RE1,EXPECU,EMIC02,1.0,2044,0.0
RE1,EXPECU,EMIC02,1.0,2045,0.0
RE1,EXPECU,EMIC02,1.0,2046,0.0
RE1,EXPECU,EMIC02,1.0,2047,0.0
RE1,EXPECU,EMIC02,1.0,2048,0.0
RE1,EXPECU,EMIC02,1.0,2049,0.0
RE1,EXPECU,EMIC02,1.0,2050,0.0
RE1,EXPECU,EMIC02,1.0,2051,0.0
RE1,EXPECU,EMIC02,1.0,2052,0.0
RE1,EXPECU,EMIC02,1.0,2053,0.0
RE1,EXPECU,EMIC02,1.0,2054,0.0
RE1,EXPECU,EMIC02,1.0,2055,0.0
RE1,EXPECU,EMICH4,1.0,2022,0.0
RE1,EXPECU,EMICH4,1.0,2023,0.0
RE1,EXPECU,EMICH4,1.0,2024,0.0
RE1,EXPECU,EMICH4,1.0,2025,0.0
RE1,EXPECU,EMICH4,1.0,2026,0.0
RE1,EXPECU,EMICH4,1.0,2027,0.0
RE1,EXPECU,EMICH4,1.0,2028,0.0
RE1,EXPECU,EMICH4,1.0,2029,0.0
RE1,EXPECU,EMICH4,1.0,2030,0.0
RE1,EXPECU,EMICH4,1.0,2031,0.0
RE1,EXPECU,EMICH4,1.0,2032,0.0
RE1,EXPECU,EMICH4,1.0,2033,0.0
RE1,EXPECU,EMICH4,1.0,2034,0.0
RE1,EXPECU,EMICH4,1.0,2035,0.0
RE1,EXPECU,EMICH4,1.0,2036,0.0
RE1,EXPECU,EMICH4,1.0,2037,0.0
RE1,EXPECU,EMICH4,1.0,2038,0.0
RE1,EXPECU,EMICH4,1.0,2039,0.0
RE1,EXPECU,EMICH4,1.0,2040,0.0
RE1,EXPECU,EMICH4,1.0,2041,0.0
RE1,EXPECU,EMICH4,1.0,2042,0.0
RE1,EXPECU,EMICH4,1.0,2043,0.0
RE1,EXPECU,EMICH4,1.0,2044,0.0
RE1,EXPECU,EMICH4,1.0,2045,0.0
RE1,EXPECU,EMICH4,1.0,2046,0.0
RE1,EXPECU,EMICH4,1.0,2047,0.0
RE1,EXPECU,EMICH4,1.0,2048,0.0
RE1,EXPECU,EMICH4,1.0,2049,0.0
RE1,EXPECU,EMICH4,1.0,2050,0.0
RE1,EXPECU,EMICH4,1.0,2051,0.0
RE1,EXPECU,EMICH4,1.0,2052,0.0
RE1,EXPECU,EMICH4,1.0,2053,0.0
RE1,EXPECU,EMICH4,1.0,2054,0.0
RE1,EXPECU,EMICH4,1.0,2055,0.0
RE1,EXPECU,EMICO,1.0,2022,0.0
RE1,EXPECU,EMICO,1.0,2023,0.0
RE1,EXPECU,EMICO,1.0,2024,0.0
RE1,EXPECU,EMICO,1.0,2025,0.0
RE1,EXPECU,EMICO,1.0,2026,0.0
RE1,EXPECU,EMICO,1.0,2027,0.0
RE1,EXPECU,EMICO,1.0,2028,0.0
RE1,EXPECU,EMICO,1.0,2029,0.0
RE1,EXPECU,EMICO,1.0,2030,0.0
RE1,EXPECU,EMICO,1.0,2031,0.0
